Nombre Estacion	Provincia	Fecha	Estacion	Temperatura media diaria	Temperatura de rocio	 Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	 Viento medio (m/s)	Máximo viento sostenido (m/s)	 Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo	Cluster_SOM_1
General_Pico_Aero	La_Pampa	11007	Primavera	19	8,4	1019,4	1002,4	17,5	7,7	9,8	28	11	0	0	0	0	c_som_3_2
El_Bolson	Rio_Negro_O	11007	Primavera	13,1	0,9	1017,4	977,1	29,9	0,9	3,1	23,4	0,2	0	0	0	0	c_som_1_1
Gualeguaychu_Aero	Entre_Rios	11007	Primavera	20,2	9,4	1024,2	1021,4	15	6,3	7,7	24,2	7	0	0	0	0	c_som_2_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	11007	Primavera	16,6	11,8	1025	1024,4	10	3,9	6,2	20,5	13	0	0	0	0	c_som_3_2
Sauce_Viejo_Aero	Santa_Fe	11007	Primavera	19,6	9,3	1021,9	1019,8	12,1	3,8	6,2	26	13,3	0	0	0	0	c_som_3_2
Concordia_Aero	Entre_Rios	11008	Primavera	19,4	8,2	1019	1014,6	15	5,7	8,2	28,1	11,1	0	0	0	0	c_som_3_2
Ceres_Aero	Santa_Fe	11008	Primavera	22	6,8	1015,4	1005,1	12,6	5,3	7,7	33,2	11,3	0	0	0	0	c_som_3_2
Viedma_Aero	Rio_Negro_E	11008	Primavera	23,4	7,7	1009,5	1008,7	29,9	8,1	13,4	31	15,3	0	0	0	0	c_som_1_1
Posadas_Aero	Misiones	11008	Primavera	22,9	11,5	1018,7	1004,1	18,8	3,2	6,2	29,3	18	0	0	0	0	c_som_3_2
Reconquista_Aero	Santa_Fe	11008	Primavera	21,4	11,9	1015,8	1010,2	5,3	4,3	7,7	31,5	12,5	0	0	0	0	c_som_3_2
Iguazu_Aero	Misiones	11008	Primavera	21,1	15,7	1019,5	988,2	20	3,8	7,7	28,4	15	0	0	0	0	c_som_3_2
San_Juan_Aero_II	San_Juan	11008	Primavera	22,6	2,6	1008,1	941	15	3,2	8,7	33,9	11,7	0	0	0	0	c_som_3_1
Rosario_Aero	Santa_Fe	11008	Primavera	20,3	9	1017,3	1014,4	10,8	4,5	6,7	29,2	11,9	0	0	0	0	c_som_3_2
Mar_Del_Plata_Aero	Buenos_Aires_E	11008	Primavera	15,2	9,6	1021,4	1018,9	9,2	6,1	10,3	24,2	10	0	0	0	0	c_som_2_2
Rio_Cuarto_Aero	Cordoba_S	11008	Primavera	22,1	3,4	1012,6	964,6	13	8,6	12,4	30,5	11,4	0	1	0	0	c_som_3_1
Ushuaia_Aero_II	Ushuaia	11008	Primavera	7,2	3,8	993,7	986,8	15	2,8	6,2	11,4	5,7	0	1	0	0	c_som_2_2
Pilar	Cordoba_C	11008	Primavera	20,6	5,8	1015,1	976,1	9,2	4,5	9,3	30,2	10,7	0	0	0	0	c_som_3_1
Tucuman_Aero_II	Tucuman	11008	Primavera	23,6	8,3	1010,4	960,2	5,6	2,6	6,7	36	14,4	0	0	0	0	c_som_3_1
Neuquen_Aero	Neuquen_E	11008	Primavera	21,8	3,2	1007,7	976,8	15	3,4	6,7	31,1	14,2	0	0	0	0	c_som_3_1
San_Rafael_Aero	Mendoza	11008	Primavera	19,8	4,3	1008,3	924,7	20	4,8	8,8	30,7	8	0	0	0	0	c_som_2_1
Santiago_Del_Estero_Aero	Santiago_Del_Estero	11008	Primavera	24,9	4,8	1011,2	988,4	10,1	3,3	7,7	35,2	11	0	0	0	0	c_som_3_2
San_Luis_Aero	San_Luis	11008	Primavera	23,3	5,3	1008,8	929,8	20	6	9,3	30,1	14,9	0	0	0	0	c_som_3_1
Tartagal_Aero	Salta	11008	Primavera	27,1	8,2	1008,9	959,3	6	4,5	10,3	35,4	19	0	0	0	0	c_som_3_1
General_Pico_Aero	La_Pampa	11008	Primavera	20,3	7,1	1013,8	996,9	17,5	8,5	11,8	29,4	11,5	0	0	0	0	c_som_1_2
Trelew_Aero	Chubut	11008	Primavera	22,3	4,4	1005,1	1000,1	29,9	5,9	10,3	29,4	13	0	0	0	0	c_som_1_1
Junin_Aero	Buenos_Aires_N	11008	Primavera	17,9	8,2	1018,1	1008,5	12,9	7,6	13,9	26,6	9,8	0	0	0	0	c_som_1_2
Dolores_Aero	Buenos_Aires_E	11008	Primavera	16,1	10,8	1021,8	1020,8	10	6,2	9,8	23,6	11,2	0	0	0	0	c_som_2_2
San_Julian_Aero	Santa_Cruz_E	11008	Primavera	15,7	3	996,9	989,6	28,3	6,9	12,3	22,1	10,9	0	0	0	0	c_som_1_1
Presidencia_R_S_Penia_Aero	Chaco	11008	Primavera	24,8	11,4	1014,3	1003,6	13,2	4,5	6,7	34	14,5	0	0	0	0	c_som_3_2
Formosa_Aero	Formosa	11008	Primavera	24,6	13,4	1016,1	1009,1	18,7	6	11,3	30,4	15,4	0	0	0	0	c_som_3_2
El_Bolson	Rio_Negro_O	11008	Primavera	12,4	5,8	1011,4	971,6	28,3	6,6	11,8	24	4,5	0	1	0	0	c_som_1_1
Ezeiza_Aero	Buenos_Aires_NE	11008	Primavera	19,2	10,5	1020,7	1018,3	10	4,1	6,7	25	14,9	0	0	0	0	c_som_3_2
La_Plata	Buenos_Aires_NE	11008	Primavera	17,4	12,6	1020,5	1017,8	10	5,1	7,2	21,6	11,4	0	0	0	0	c_som_3_2
Mendoza_Aero	Mendoza	11008	Primavera	20,9	3,2	1007,4	929,2	14,5	1,5	5,7	32	9,9	0	0	0	0	c_som_2_1
Sauce_Viejo_Aero	Santa_Fe	11008	Primavera	21,5	11,1	1016,6	1014,5	12,1	3,3	4,1	28,6	15,5	0	0	0	0	c_som_3_2
Paso_De_Los_Libres_Aero	Corrientes	11008	Primavera	20,9	10,9	1018,7	1010,5	11,4	5,6	7,2	30	13,7	0	0	0	0	c_som_3_2
Bahia_Blanca_Aero	Buenos_Aires_C	11008	Primavera	19,4	7,1	1014,5	1004,7	15	8,9	14,4	27,1	11,4	0	0	0	0	c_som_1_2
San_Martin_Mza	Mendoza	11008	Primavera	20	3,1	1009	935,5	15	2,7	5,7	30,9	9,5	0	0	0	0	c_som_2_1
Villa_Reynolds_Aero	San_Luis	11008	Primavera	21,5	7,7	1011,1	955,9	11,4	5,8	10,3	32,7	7	0	0	0	0	c_som_3_1
Laboulaye_Aero	Cordoba_S	11008	Primavera	20,8	6,9	1014,4	998,4	9,2	7,1	12,9	30,3	11,5	0	0	0	0	c_som_1_2
Oran_Aero	Salta	11008	Primavera	23,9	10,5	1010,4	970,4	1,1	1,5	3,1	33,4	15,2	0	0	0	0	c_som_3_2
La_Rioja_Aero	La_Rioja	11008	Primavera	27,4	5,2	1006,3	958,5	17,1	1,5	2,1	33,7	15,6	0	0	0	0	c_som_3_1
Marcos_Juarez_Aero	Cordoba_E	11008	Primavera	18,7	6,9	1017	1003,4	20	7,6	10,3	29,7	9,7	0	0	0	0	c_som_1_1
Azul_Aero	Buenos_Aires_C	11008	Primavera	16,4	7,8	1019,5	1001,9	15	6,1	8,2	23,5	8,2	0	0	0	0	c_som_2_2
Villa_Dolores_Aero	Cordoba_O	11008	Primavera	23,3	2,9	1012	948,1	16,9	6,7	13,4	31,4	14,7	0	0	0	0	c_som_3_1
Catamarca_Aero_II	Catamarca	11008	Primavera	26,8	3,4	1007,3	956,7	8,5	9,6	16,5	33,1	19,8	0	0	0	0	c_som_3_1
Gualeguaychu_Aero	Entre_Rios	11008	Primavera	22,4	11,6	1018,1	1015,4	15	6,1	8,8	27,1	10	0	0	0	0	c_som_3_2
Rio_Gallegos_Aero	Santa_Cruz_S	11008	Primavera	10,3	4,4	995,4	993,2	17,4	3,4	7,7	21	6,5	0	1	0	0	c_som_2_2
Monte_Caseros_Aero	Corrientes	11008	Primavera	20,4	10,2	1019,5	1013,1	16,6	3,9	6,2	30	12,6	0	0	0	0	c_som_3_2
Comodoro_Rivadavia_Aero	Chubut	11008	Primavera	17,2	-0,6	1002,5	997,1	21,6	5,3	11,3	24	11	0	0	0	0	c_som_1_2
Esquel_Aero	Chubut	11008	Primavera	10,9	-3,8	1006,9	916,2	17,1	3,8	8,2	21,2	6,2	0	1	0	0	c_som_2_1
Santa_Rosa_Aero	La_Pampa	11008	Primavera	19,9	6	1012,6	990,4	22,4	8,5	11,8	29,5	10,9	0	0	0	0	c_som_1_1
San_Antonio_Oeste_Aero	Rio_Negro_E	11008	Primavera	23,3	3,5	1009,3	1007	29,9	8,9	10,3	32,6	14,6	0	0	0	0	c_som_1_1
Chamical_Aero	La_Rioja	11008	Primavera	24,3	5	1010,7	958,5	17,5	2,5	6,2	32,9	17,4	0	0	0	0	c_som_3_1
Corrientes_Aero	Corrientes	11008	Primavera	22,4	12,7	1016,3	1009,1	8,4	4,1	7,2	30,1	13,7	0	0	0	0	c_som_3_2
Resistencia_Aero	Chaco	11008	Primavera	23,4	13,5	1016,3	1010,2	6,4	3,6	7,2	31,3	11,9	0	0	0	0	c_som_3_2
Tandil_Aero	Buenos_Aires_C	11008	Primavera	14,5	7,8	1019,9	999,1	17,5	5,4	9,8	23,2	4,8	0	0	0	0	c_som_1_2
Cordoba_Aero	Cordoba_C	11008	Primavera	19,7	5	1014,1	957,4	9,8	5,4	10,3	31	7	0	0	0	0	c_som_3_1
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	11008	Primavera	18,5	12,2	1020,6	1019,6	12,6	5,8	10,3	22	15,5	0	0	0	0	c_som_3_2
Ushuaia_Aero_II	Ushuaia	11009	Primavera	6,9	-0,6	991,4	984,5	16,4	5,9	14,9	10	4	0	1	0	0	c_som_1_2
Dolores_Aero	Buenos_Aires_E	11009	Primavera	15,8	13,6	1015,8	1014,7	9,5	6,1	10,8	21,2	14,5	0	1	0	0	c_som_3_2
Villa_Reynolds_Aero	San_Luis	11009	Primavera	18,8	4,3	1012,5	957,2	9,3	5,7	9,3	33,2	14,3	0	0	0	0	c_som_3_1
Rio_Gallegos_Aero	Santa_Cruz_S	11009	Primavera	7,2	-0,8	997,9	995,6	20,6	4,1	7,7	14	1,1	0	0	0	0	c_som_1_1
Oran_Aero	Salta	11009	Primavera	28,8	10,6	1003,3	964	2,1	3,3	5,1	36,8	19	0	0	0	0	c_som_3_1
Tandil_Aero	Buenos_Aires_C	11009	Primavera	13,8	12,6	1014,8	994	11,3	2,1	4,1	23	11	1	1	0	0	c_som_2_2
San_Antonio_Oeste_Aero	Rio_Negro_E	11009	Primavera	18,2	0,2	1013,4	1011	29,9	4,4	5,1	30,4	11,7	0	0	0	0	c_som_1_1
General_Pico_Aero	La_Pampa	11009	Primavera	20	6,6	1011,7	995	17,1	8,5	11,8	30,7	15	0	0	0	0	c_som_3_1
Junin_Aero	Buenos_Aires_N	11009	Primavera	19,7	13,1	1012,3	1002,8	10,5	6,2	8,2	27,4	14,4	0	1	0	0	c_som_3_2
Trelew_Aero	Chubut	11009	Primavera	16,6	-3,2	1010,1	1005	28,8	6,7	10,3	27,4	9,2	0	0	0	0	c_som_1_1
Posadas_Aero	Misiones	11009	Primavera	23,7	14,2	1014,6	1000,1	20	3	7,7	32	16	0	0	0	0	c_som_3_2
Esquel_Aero	Chubut	11009	Primavera	7,2	-3,8	1013,5	920,7	17,2	6	9,8	13	3,7	0	0	0	0	c_som_2_1
Comodoro_Rivadavia_Aero	Chubut	11009	Primavera	12,4	-3,6	1006,5	1001	24,5	9,8	16	16	8	0	0	0	0	c_som_1_2
Corrientes_Aero	Corrientes	11009	Primavera	24,9	13,9	1011,9	1004,7	8,4	3,9	7,2	33	16,4	0	0	0	0	c_som_3_2
Rio_Cuarto_Aero	Cordoba_S	11009	Primavera	20,4	2,8	1010,9	963,1	8,7	8,9	18	30,8	16,7	0	0	0	0	c_som_1_2
Santa_Rosa_Aero	La_Pampa	11009	Primavera	18,6	2,6	1013,5	991,3	25,4	5,6	9,3	30,1	11,2	0	1	0	0	c_som_1_1
San_Julian_Aero	Santa_Cruz_E	11009	Primavera	9,1	3,1	1001,4	993,9	27,5	8,6	11,3	23,3	4,3	0	1	0	0	c_som_1_1
Paso_De_Los_Libres_Aero	Corrientes	11009	Primavera	22,4	12,7	1014,4	1006,2	10,9	4,4	7,2	32	13,9	0	0	0	0	c_som_3_2
Neuquen_Aero	Neuquen_E	11009	Primavera	15,2	-1,9	1016	984,1	17,5	4,8	8,8	28,5	7,9	0	0	0	0	c_som_1_2
El_Bolson	Rio_Negro_O	11009	Primavera	8,3	2,4	1018,4	977,6	29,9	5,8	12,3	16,3	2	0	1	0	0	c_som_1_1
Pilar	Cordoba_C	11009	Primavera	21,8	7	1011,2	972,6	7,6	5,7	9,8	31,3	15,8	0	0	0	0	c_som_3_1
Azul_Aero	Buenos_Aires_C	11009	Primavera	15,4	13	1014,4	997	12,2	4,1	7,2	23,4	12,1	0	1	0	0	c_som_3_2
Iguazu_Aero	Misiones	11009	Primavera	20,9	13,8	1015,9	984,6	20	3,6	6,2	30	12,6	0	0	0	0	c_som_3_2
Cordoba_Aero	Cordoba_C	11009	Primavera	20,8	4,9	1010,2	954,3	6,3	6,2	12,9	26	15	0	0	0	0	c_som_3_1
Gualeguaychu_Aero	Entre_Rios	11009	Primavera	24,4	13,2	1014	1011,3	15	5,7	10,3	28,4	15	0	0	0	0	c_som_3_2
Resistencia_Aero	Chaco	11009	Primavera	25,7	14,4	1011,5	1005,5	8,7	4,4	7,2	35	17,6	0	0	0	0	c_som_3_2
Villa_Dolores_Aero	Cordoba_O	11009	Primavera	24,2	3,2	1008,7	945,6	11,3	6,5	13,9	32,5	18	0	0	0	0	c_som_3_1
Laboulaye_Aero	Cordoba_S	11009	Primavera	20,9	7,3	1011,5	995,7	7,7	8,2	14,9	31,1	16,5	0	0	0	0	c_som_1_2
San_Luis_Aero	San_Luis	11009	Primavera	21,2	1,4	1010,2	931,1	20	6,4	9,3	30,4	15	0	0	0	0	c_som_3_1
Reconquista_Aero	Santa_Fe	11009	Primavera	25,6	14,2	1011,5	1005,3	5,1	4,8	7,2	32,5	18	0	0	0	0	c_som_3_2
Ceres_Aero	Santa_Fe	11009	Primavera	27,2	11,8	1009,9	999,9	5,3	6,6	8,2	35,2	19,6	0	0	0	0	c_som_3_2
Ezeiza_Aero	Buenos_Aires_NE	11009	Primavera	20,4	12,7	1014,7	1012,4	9,5	4,6	11,3	25	16	0	1	0	0	c_som_3_2
La_Rioja_Aero	La_Rioja	11009	Primavera	29,4	6,7	1005,5	958,2	9,3	2,9	6,7	34,3	17,5	0	0	0	0	c_som_3_1
San_Juan_Aero_II	San_Juan	11009	Primavera	21,9	-1,2	1009,8	943,2	10,3	8,5	14,9	34,5	14,5	0	0	0	0	c_som_1_2
Tucuman_Aero_II	Tucuman	11009	Primavera	26,8	10,8	1004,1	954,5	5,5	2,9	5,1	36,6	17	0	0	0	0	c_som_3_1
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	11009	Primavera	20,2	14,2	1014,7	1014	9,2	4,5	10,3	24	15,2	0	1	0	0	c_som_3_2
Mendoza_Aero	Mendoza	11009	Primavera	20,4	-2,7	1009,2	931,4	15	2,9	6,2	32,5	15	0	0	0	0	c_som_2_1
Viedma_Aero	Rio_Negro_E	11009	Primavera	17,6	4,9	1011,5	1010,7	29,9	5,3	7,2	29,7	12	0	0	0	0	c_som_1_1
Rosario_Aero	Santa_Fe	11009	Primavera	23,3	13,3	1011,5	1008,5	11,1	4,8	8,8	29,2	17,1	0	1	0	0	c_som_3_2
Sauce_Viejo_Aero	Santa_Fe	11009	Primavera	23,6	15,2	1011,1	1009	11,7	6	9,3	29,6	19	0	1	0	0	c_som_3_2
Formosa_Aero	Formosa	11009	Primavera	26,6	15,2	1011,6	1004,7	13,7	6	9,8	34	16	0	0	0	0	c_som_3_2
La_Plata	Buenos_Aires_NE	11009	Primavera	19,6	12,8	1015,7	1012,9	9,5	5,3	11,8	23,9	15,2	0	1	0	0	c_som_3_2
Bahia_Blanca_Aero	Buenos_Aires_C	11009	Primavera	17,1	7,8	1013	1003,1	14,3	6	9,8	27	13,8	0	1	0	0	c_som_3_2
San_Rafael_Aero	Mendoza	11009	Primavera	17,6	-0,6	1012,8	928,9	20	3,8	5,7	31,8	9,2	0	1	0	0	c_som_2_1
Tartagal_Aero	Salta	11009	Primavera	29,1	11,3	1002,2	953,4	6,9	1,8	5,1	37,4	17,8	0	0	0	0	c_som_3_1
Catamarca_Aero_II	Catamarca	11009	Primavera	27,8	7,4	1003,1	953	8,9	5,1	8,2	34,3	17,9	0	0	0	0	c_som_3_1
Mar_Del_Plata_Aero	Buenos_Aires_E	11009	Primavera	14,7	12,7	1015,6	1013,1	6,8	5,5	8,2	17	13	0	1	0	0	c_som_3_2
Concordia_Aero	Entre_Rios	11009	Primavera	21,7	11,4	1014,3	1009,8	15	6,4	9,3	29,2	15,4	0	0	0	0	c_som_3_2
Presidencia_R_S_Penia_Aero	Chaco	11009	Primavera	28,5	14,1	1009,2	998,8	13	6,2	7,7	37	20,6	0	0	0	0	c_som_3_2
Marcos_Juarez_Aero	Cordoba_E	11009	Primavera	23,6	11,9	1010,5	997,3	16,3	8	10,3	30,2	18,3	0	0	0	0	c_som_3_2
Monte_Caseros_Aero	Corrientes	11009	Primavera	22,2	11,6	1014,6	1008,3	14	3	3,6	30,4	14,8	0	0	0	0	c_som_3_2
San_Martin_Mza	Mendoza	11009	Primavera	20,3	0,9	1010,7	937,6	15	4,7	7,7	32,6	14	0	0	0	0	c_som_3_1
Santiago_Del_Estero_Aero	Santiago_Del_Estero	11009	Primavera	28,8	10,4	1004,8	982,5	10,9	4	6,2	37,2	19	0	0	0	0	c_som_3_2
Chamical_Aero	La_Rioja	11009	Primavera	26,3	8,6	1006,7	955,4	17,2	4,6	10,8	34	17,6	0	0	0	0	c_som_3_1
Viedma_Aero	Rio_Negro_E	11010	Primavera	15,5	2,8	1016,1	1015,2	29,9	6	10,8	20,7	7,3	0	0	0	0	c_som_1_1
Ezeiza_Aero	Buenos_Aires_NE	11010	Primavera	18,3	15,3	1017,4	1015	7,1	2,4	4,1	25	13	1	1	0	0	c_som_3_2
Catamarca_Aero_II	Catamarca	11010	Primavera	25,7	8,7	1009,2	958,5	8,4	3,2	10,3	35,5	14,9	0	0	0	0	c_som_3_1
Cordoba_Aero	Cordoba_C	11010	Primavera	19	2,9	1015,8	958,9	10,3	3	6,2	27	12	0	0	0	0	c_som_3_1
Comodoro_Rivadavia_Aero	Chubut	11010	Primavera	12,3	-1,9	1011,3	1005,7	20,3	7,2	12,9	14	7	0	1	0	0	c_som_1_2
Rosario_Aero	Santa_Fe	11010	Primavera	20,6	16	1015,1	1012,1	7,7	3,8	7,2	28,5	14	1	1	0	0	c_som_3_2
La_Plata	Buenos_Aires_NE	11010	Primavera	18,8	15,6	1017,4	1014,6	8,5	4	5,7	25,5	13,6	0	1	0	0	c_som_3_2
Mar_Del_Plata_Aero	Buenos_Aires_E	11010	Primavera	12,3	8,2	1018,8	1016,3	8,5	1,5	5,1	19,2	3,7	0	0	0	0	c_som_2_2
Formosa_Aero	Formosa	11010	Primavera	22,4	19	1012,4	1005,6	11,7	5,7	9,8	33,9	20	0	1	0	0	c_som_3_2
Rio_Cuarto_Aero	Cordoba_S	11010	Primavera	17,9	6	1015,7	966,8	11,7	4,1	9,3	28	6,1	0	0	0	0	c_som_2_1
Reconquista_Aero	Santa_Fe	11010	Primavera	26,3	17,8	1012,4	1006,3	5,3	3	8,2	33,2	21,9	0	1	0	0	c_som_3_2
Villa_Reynolds_Aero	San_Luis	11010	Primavera	15,7	2,8	1016,6	960	12,1	3,6	9,3	29,6	2,8	0	0	0	0	c_som_2_1
Posadas_Aero	Misiones	11010	Primavera	23,3	16,1	1014,7	1000,2	16,3	1,7	3,1	26	21	0	0	0	0	c_som_3_2
Marcos_Juarez_Aero	Cordoba_E	11010	Primavera	18,9	14,4	1016	1002,6	12,6	4,3	6,7	29,6	13	1	0	0	0	c_som_3_2
Chamical_Aero	La_Rioja	11010	Primavera	23,8	4,3	1012,4	960,5	16,9	2,8	5,1	31,2	12,4	0	0	0	0	c_som_3_1
Sauce_Viejo_Aero	Santa_Fe	11010	Primavera	19,9	16,9	1014	1011,9	12,1	3,3	5,7	26,6	15,8	0	0	0	0	c_som_3_2
San_Rafael_Aero	Mendoza	11010	Primavera	16,2	-1,4	1016	930,6	20	3	4,6	26,6	6	0	0	0	0	c_som_2_1
Tandil_Aero	Buenos_Aires_C	11010	Primavera	12,6	8,7	1018,8	997,7	16,4	0,6	2,6	21,2	3,7	0	0	0	0	c_som_2_2
Presidencia_R_S_Penia_Aero	Chaco	11010	Primavera	24,5	19,3	1010,7	1000,2	16,7	6,6	10,3	37,8	18,8	0	1	0	0	c_som_3_2
Dolores_Aero	Buenos_Aires_E	11010	Primavera	16,4	12,4	1018,6	1017,5	8,5	1,9	4,1	22,7	9,5	0	0	0	0	c_som_2_2
Mendoza_Aero	Mendoza	11010	Primavera	18,4	-5,1	1014	934,7	14,5	0,8	2,6	27,4	7,2	0	0	0	0	c_som_2_1
Neuquen_Aero	Neuquen_E	11010	Primavera	15,9	0,1	1018	986	18,2	2,1	6,7	23,3	9,5	0	0	0	0	c_som_2_2
San_Antonio_Oeste_Aero	Rio_Negro_E	11010	Primavera	17,8	-0,8	1016,4	1014	29,9	6,3	7,2	23,9	11,1	0	0	0	0	c_som_1_1
Trelew_Aero	Chubut	11010	Primavera	13,2	-1,4	1014,4	1009,2	29,9	7,2	12,9	21	9,5	0	0	0	0	c_som_1_1
Esquel_Aero	Chubut	11010	Primavera	11,1	-2,1	1013,8	921,6	17,2	8,9	16,5	16	6	0	0	0	0	c_som_1_2
Ceres_Aero	Santa_Fe	11010	Primavera	23,8	15,4	1013,9	1003,7	10,9	3,4	5,1	36	16	0	1	0	0	c_som_3_2
Rio_Gallegos_Aero	Santa_Cruz_S	11010	Primavera	6,2	-1,3	1006,1	1003,8	18,3	9,8	12,9	13,9	1	0	1	0	0	c_som_1_2
San_Martin_Mza	Mendoza	11010	Primavera	17,4	-3,9	1015	940,5	15	2,8	4,6	26,9	8,1	0	0	0	0	c_som_2_1
Monte_Caseros_Aero	Corrientes	11010	Primavera	24,5	15,7	1014	1007,7	8,2	2,7	3,1	31,3	18,8	0	0	0	0	c_som_3_2
San_Juan_Aero_II	San_Juan	11010	Primavera	18,2	-4,1	1014,8	946,6	15,6	3	7,2	28,7	6,9	0	0	0	0	c_som_2_1
Santa_Rosa_Aero	La_Pampa	11010	Primavera	15,8	2,2	1018	995,2	29,9	2,8	5,7	24,6	4,9	0	0	0	0	c_som_1_1
Villa_Dolores_Aero	Cordoba_O	11010	Primavera	21	-2,3	1014	949,6	22,5	2,6	3,6	29,7	11,6	0	0	0	0	c_som_2_1
Corrientes_Aero	Corrientes	11010	Primavera	23,9	18,1	1012,7	1005,6	8,9	4,5	8,8	33,5	19,2	0	1	0	0	c_som_3_2
Ushuaia_Aero_II	Ushuaia	11010	Primavera	4,6	0,9	1000,8	993,8	15,6	9,3	14,4	7	2	0	1	0	0	c_som_1_2
Concordia_Aero	Entre_Rios	11010	Primavera	23,2	15,5	1014,3	1009,8	13,5	5,2	8,8	29,2	17,6	0	1	0	0	c_som_3_2
San_Julian_Aero	Santa_Cruz_E	11010	Primavera	9,2	-1,8	1008,2	1000,6	29,9	9,9	14,4	13,5	2,8	0	0	0	0	c_som_1_1
Resistencia_Aero	Chaco	11010	Primavera	23,7	18,7	1012,8	1006,8	8,2	4,1	7,7	35,3	18,9	0	1	0	0	c_som_3_2
Tartagal_Aero	Salta	11010	Primavera	25,8	16,6	1005,4	956,4	8,5	2,9	6,2	38,5	21,8	0	1	0	0	c_som_3_1
Laboulaye_Aero	Cordoba_S	11010	Primavera	16,1	7,3	1016,8	1000,5	6,9	1,8	6,2	27	6,4	1	0	0	0	c_som_2_2
Gualeguaychu_Aero	Entre_Rios	11010	Primavera	23,4	17,6	1015,5	1012,8	15	3,6	7,7	28,4	15,9	0	0	0	0	c_som_3_2
Pilar	Cordoba_C	11010	Primavera	19,2	3,4	1016,5	977,4	18,8	3	4,6	25,9	11,6	0	1	0	0	c_som_3_1
San_Luis_Aero	San_Luis	11010	Primavera	21,6	-4,8	1013	933	20	3,5	8,8	29,4	12,1	0	0	0	0	c_som_2_1
Junin_Aero	Buenos_Aires_N	11010	Primavera	17,4	14,9	1017,2	1007,6	5,5	3,7	6,2	26	10,6	1	0	0	0	c_som_3_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	11010	Primavera	22,8	12,8	1012,6	989,9	11,3	2,4	5,1	38,6	19,4	0	1	0	0	c_som_3_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	11010	Primavera	18,2	15,3	1017	1016,4	8,5	4,9	8,2	24	15,5	0	1	0	0	c_som_3_2
Azul_Aero	Buenos_Aires_C	11010	Primavera	12,9	10,4	1019	1001,3	12,7	2,4	5,1	20,8	5	1	0	0	0	c_som_2_2
Iguazu_Aero	Misiones	11010	Primavera	20,4	16,9	1015,2	984,1	20	2	3,6	25	16,7	0	0	0	0	c_som_3_2
General_Pico_Aero	La_Pampa	11010	Primavera	16,3	4,4	1017,2	1000,1	20	3,6	5,1	25,8	6,5	0	0	0	0	c_som_2_2
Paso_De_Los_Libres_Aero	Corrientes	11010	Primavera	24	16,5	1014	1005,8	11,4	4	5,7	31	19	0	0	0	0	c_som_3_2
Bahia_Blanca_Aero	Buenos_Aires_C	11010	Primavera	14,3	5,3	1017,9	1007,9	15	5,4	11,3	22,2	8	0	0	0	0	c_som_1_2
El_Bolson	Rio_Negro_O	11010	Primavera	13,1	4,8	1019,9	979,6	29,9	2,5	11,8	19,1	3,9	0	0	0	0	c_som_1_1
Mendoza_Aero	Mendoza	11011	Primavera	19,9	1,1	1012,1	933,5	13,4	4	7,7	28	14,7	0	0	0	0	c_som_3_1
Neuquen_Aero	Neuquen_E	11011	Primavera	13,6	2,7	1022	989,8	17,2	4,1	6,7	22,4	9,5	0	1	0	0	c_som_2_2
Reconquista_Aero	Santa_Fe	11011	Primavera	23,2	17,8	1013,6	1007,4	6	3,3	7,7	30,9	15,9	0	0	0	0	c_som_3_2
Esquel_Aero	Chubut	11011	Primavera	8,6	-1,5	1020,1	927,2	22,4	2,8	6,2	18	-1,3	0	0	0	0	c_som_2_1
Villa_Reynolds_Aero	San_Luis	11011	Primavera	18,3	14,3	1014,7	959,1	9,3	7,8	13,9	30	13,9	0	1	0	0	c_som_3_1
Concordia_Aero	Entre_Rios	11011	Primavera	20,8	16,7	1015,7	1011,2	13	5,6	7,7	30,4	14,6	0	1	0	0	c_som_3_2
Ceres_Aero	Santa_Fe	11011	Primavera	22,6	16,6	1014,4	1004,2	10	4,1	6,2	29,6	17,9	0	1	0	0	c_som_3_2
Pilar	Cordoba_C	11011	Primavera	18,7	15,6	1015,9	976,8	20	3,1	6,7	26,7	15,2	0	0	0	0	c_som_3_1
El_Bolson	Rio_Negro_O	11011	Primavera	13,1	5,1	1021,5	981,1	29,9	0,5	3,1	20,7	2	0	0	0	0	c_som_1_1
Santa_Rosa_Aero	La_Pampa	11011	Primavera	13,3	5,4	1021,5	998,6	18,2	5,7	8,8	25,6	8	0	1	0	0	c_som_2_2
Azul_Aero	Buenos_Aires_C	11011	Primavera	11,9	7,5	1022,5	1004,6	15	7,7	11,3	21,5	5	0	0	0	0	c_som_1_2
Catamarca_Aero_II	Catamarca	11011	Primavera	25,4	13,8	1008,1	957,4	13,7	6,7	11,3	34	18,3	0	0	0	0	c_som_3_1
