Nombre Estacion	Provincia	Fecha	Estacion	Temperatura media diaria	Temperatura de rocio	 Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	 Viento medio (m/s)	Máximo viento sostenido (m/s)	 Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo	Cluster_SOM_1
San_Juan_Aero_II	San_Juan	11011	Primavera	21,7	0,6	1012,3	944,8	13,7	6	12,9	29,6	13,4	0	0	0	0	c_som_3_1
San_Martin_Mza	Mendoza	11011	Primavera	19	1	1013,3	939,5	15	4,3	7,7	28,6	12,6	0	0	0	0	c_som_2_1
Junin_Aero	Buenos_Aires_N	11011	Primavera	17,8	13,3	1018,7	1009	11,1	6,3	9,8	24,3	10,5	0	0	0	0	c_som_3_2
Gualeguaychu_Aero	Entre_Rios	11011	Primavera	22,3	15,5	1017,4	1014,7	15	5,1	6,2	27,6	16,7	0	1	0	0	c_som_3_2
Oran_Aero	Salta	11011	Primavera	21,2	20,1	1011,1	970,8	4,7	2,3	4,1	28,5	20,2	0	1	0	0	c_som_3_2
Ushuaia_Aero_II	Ushuaia	11011	Primavera	7,1	-0,4	1003,1	996,1	16,3	6	20,6	11	4,9	0	1	0	0	c_som_1_2
Comodoro_Rivadavia_Aero	Chubut	11011	Primavera	13,3	-3,1	1018,2	1012,6	29,9	4,4	7,7	23	4,2	0	0	0	0	c_som_1_1
San_Rafael_Aero	Mendoza	11011	Primavera	12,9	6,1	1016,6	931,6	13,2	3,9	5,1	27	9,7	0	1	0	0	c_som_2_1
San_Antonio_Oeste_Aero	Rio_Negro_E	11011	Primavera	10,4	4,4	1026,6	1024,1	29,9	4,4	8,8	21,1	0,8	0	0	0	0	c_som_1_1
Tucuman_Aero_II	Tucuman	11011	Primavera	22,6	15,8	1011,2	960,6	7,1	2,8	6,7	29	17,2	0	1	0	0	c_som_3_1
San_Luis_Aero	San_Luis	11011	Primavera	20,6	12,2	1011	931,6	18,8	4,8	9,3	29,6	15,6	0	1	0	0	c_som_3_1
Bahia_Blanca_Aero	Buenos_Aires_C	11011	Primavera	11	6,1	1024,9	1014,8	14,6	5,9	8,8	22,6	6,9	0	0	0	0	c_som_2_2
Corrientes_Aero	Corrientes	11011	Primavera	23,3	18,3	1012,9	1005,7	8,7	1,9	3,6	29	17,1	0	1	0	0	c_som_3_2
Formosa_Aero	Formosa	11011	Primavera	24,3	19,3	1012,3	1005,4	13,5	2,5	3,6	29	17,9	0	0	0	0	c_som_3_2
Paso_De_Los_Libres_Aero	Corrientes	11011	Primavera	23,2	17,6	1014,8	1006,6	10,8	4,7	10,8	28	19	0	1	0	0	c_som_3_2
Rosario_Aero	Santa_Fe	11011	Primavera	21,4	16,1	1015,6	1012,7	11,1	6,1	12,9	27,1	16,9	0	1	0	0	c_som_3_2
Dolores_Aero	Buenos_Aires_E	11011	Primavera	13,6	10,3	1022,7	1021,6	9,7	3,8	6,2	22,9	9	1	0	0	0	c_som_2_2
Presidencia_R_S_Penia_Aero	Chaco	11011	Primavera	23,1	19,2	1012,2	1001,6	18,5	1,5	2,6	28,8	17,5	0	0	0	0	c_som_3_2
Iguazu_Aero	Misiones	11011	Primavera	21,4	17,6	1014,7	983,5	14,6	2,6	4,1	25	18,5	0	0	0	0	c_som_3_2
Resistencia_Aero	Chaco	11011	Primavera	23,6	19,3	1012,8	1006,8	10,5	1,9	3,6	29,1	17,9	0	1	0	0	c_som_3_2
La_Rioja_Aero	La_Rioja	11011	Primavera	26,9	15,6	1008,5	960,6	12,2	2	5,1	31,2	18,6	0	0	0	0	c_som_3_1
San_Julian_Aero	Santa_Cruz_E	11011	Primavera	10,9	-1,1	1015,4	1007,8	29,9	4,2	5,1	18	1,2	0	0	0	0	c_som_1_1
Chamical_Aero	La_Rioja	11011	Primavera	22,7	14,4	1012	960	17,5	1,2	2,6	31,2	20,5	0	0	0	0	c_som_3_1
La_Plata	Buenos_Aires_NE	11011	Primavera	16,2	12,4	1020,7	1018	10	7,5	10,3	22,8	13	0	0	0	0	c_som_3_2
Posadas_Aero	Misiones	11011	Primavera	22,8	17,3	1014,5	999,8	15	2	4,1	28	20	0	1	0	0	c_som_3_2
Laboulaye_Aero	Cordoba_S	11011	Primavera	19,3	13,4	1016,9	1000,9	8,5	6,9	9,8	28,4	12,9	0	1	0	0	c_som_3_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	11011	Primavera	17,7	13,6	1019,6	1018,9	10	9,7	13,4	21	15,5	0	0	0	0	c_som_3_2
Mar_Del_Plata_Aero	Buenos_Aires_E	11011	Primavera	10,4	5,9	1024,7	1022,1	9,3	6,3	10,3	14,4	9	0	0	0	0	c_som_2_2
Cordoba_Aero	Cordoba_C	11011	Primavera	16,7	14	1015	958,1	7,9	2	5,1	20,1	12	0	1	0	0	c_som_3_1
General_Pico_Aero	La_Pampa	11011	Primavera	13,8	8,6	1019,9	1002,7	16,6	8,9	10,8	27	10	0	1	0	0	c_som_1_2
Tartagal_Aero	Salta	11011	Primavera	20,6	20,1	1009,8	959,3	5,3	1,7	3,1	23,2	19,6	0	1	0	0	c_som_3_2
Viedma_Aero	Rio_Negro_E	11011	Primavera	11	0,1	1025,6	1024,7	29,9	3,1	5,7	20,5	-1	0	0	0	0	c_som_1_1
Rio_Gallegos_Aero	Santa_Cruz_S	11011	Primavera	7,4	-2,6	1012,8	1010,4	29,9	4,5	10,3	13,4	0	0	0	0	0	c_som_1_1
Villa_Dolores_Aero	Cordoba_O	11011	Primavera	22,4	9,6	1012,5	948,6	23,8	2,6	6,7	29,9	13,3	0	0	0	0	c_som_3_1
Marcos_Juarez_Aero	Cordoba_E	11011	Primavera	21,4	16,1	1015,5	1002,2	20	6,1	9,3	29,2	15,4	0	1	0	0	c_som_3_2
Trelew_Aero	Chubut	11011	Primavera	11,3	-3,3	1023,8	1018,6	29,4	7,6	12,9	20,8	3,5	0	0	0	0	c_som_1_1
Sauce_Viejo_Aero	Santa_Fe	11011	Primavera	21,2	17,7	1014,9	1012,8	11,4	3,4	5,7	24,6	18,4	0	1	0	0	c_som_3_2
Tandil_Aero	Buenos_Aires_C	11011	Primavera	11,9	6,2	1022,9	1002	18,2	5,3	7,2	21,8	7,2	0	0	0	0	c_som_2_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	11011	Primavera	22,6	17,8	1011,8	988,9	10,9	1,4	6,2	26,5	20	0	0	0	0	c_som_3_2
Ezeiza_Aero	Buenos_Aires_NE	11011	Primavera	17,1	12,2	1020	1017,7	10,3	5,9	8,8	21,1	14	0	0	0	0	c_som_3_2
Rio_Cuarto_Aero	Cordoba_S	11011	Primavera	19,2	14,4	1014,8	966,4	9,5	7,5	12,4	28	14	0	1	0	0	c_som_3_1
Formosa_Aero	Formosa	11012	Primavera	21,4	20,3	1011,5	1004,6	11,3	2,1	5,1	24,1	19	0	1	0	0	c_som_3_2
San_Rafael_Aero	Mendoza	11012	Primavera	11,8	10,2	1018,2	931,5	17,5	1,7	2,6	15,4	9,9	0	1	0	0	c_som_2_1
Mar_Del_Plata_Aero	Buenos_Aires_E	11012	Primavera	11,1	8,1	1024,5	1021,9	6,6	5,9	9,3	14,3	8	0	0	0	0	c_som_2_2
Junin_Aero	Buenos_Aires_N	11012	Primavera	17,1	12,7	1018,4	1008,7	10	6,5	9,3	24,1	13,6	0	0	0	0	c_som_3_2
Ceres_Aero	Santa_Fe	11012	Primavera	20	15,7	1013,8	1003,5	12,9	4,6	6,2	28	16,9	0	1	0	0	c_som_3_2
Posadas_Aero	Misiones	11012	Primavera	20,1	17,7	1013,7	999,1	11,3	2,7	5,1	23,2	18	0	1	0	0	c_som_3_2
Rosario_Aero	Santa_Fe	11012	Primavera	19,2	15,5	1015,7	1012,7	10,5	5,3	6,7	24,4	16,9	0	0	0	0	c_som_3_2
San_Juan_Aero_II	San_Juan	11012	Primavera	17,1	9,6	1015,2	947	13,5	6,6	12,4	29,5	12,4	0	0	0	0	c_som_3_1
San_Luis_Aero	San_Luis	11012	Primavera	16,7	12,8	1014	933,2	18,3	2,8	9,3	27,4	11,9	0	1	0	0	c_som_3_1
Santiago_Del_Estero_Aero	Santiago_Del_Estero	11012	Primavera	21	17,5	1012,7	989,6	11,6	3,4	5,1	25,5	17,5	0	1	0	0	c_som_3_2
Concordia_Aero	Entre_Rios	11012	Primavera	19,8	17,1	1014,2	1009,6	15	5,8	7,7	25,4	16,9	0	1	0	0	c_som_3_2
San_Antonio_Oeste_Aero	Rio_Negro_E	11012	Primavera	14,4	5,3	1022,4	1020	29,9	3,2	5,7	20	4,9	0	0	0	0	c_som_1_1
Santa_Rosa_Aero	La_Pampa	11012	Primavera	12,8	10,3	1020,4	997,4	21,9	3,3	4,6	16	10,7	0	0	0	0	c_som_2_2
Azul_Aero	Buenos_Aires_C	11012	Primavera	12,1	8,1	1022,3	1004,5	12,7	6,6	8,8	18,9	7,7	0	0	0	0	c_som_2_2
Pilar	Cordoba_C	11012	Primavera	18,5	15,4	1016,4	977,1	16,1	4,1	6,2	22,2	15,6	0	1	0	0	c_som_3_2
Corrientes_Aero	Corrientes	11012	Primavera	21,5	19,2	1011,7	1004,5	8,9	3,7	11,3	29,5	18,7	0	1	0	0	c_som_3_2
Viedma_Aero	Rio_Negro_E	11012	Primavera	15,6	7,9	1021,4	1020,6	29,9	3,8	6,2	20,7	9,2	0	0	0	0	c_som_1_1
Iguazu_Aero	Misiones	11012	Primavera	20,5	18,9	1013,7	982,6	10,8	2,2	4,1	23,1	18,7	0	1	0	0	c_som_3_2
Dolores_Aero	Buenos_Aires_E	11012	Primavera	13,2	10,7	1022,3	1021,2	9	2,4	3,1	19,3	8	0	0	0	0	c_som_2_2
San_Julian_Aero	Santa_Cruz_E	11012	Primavera	13,8	3,1	1013,4	1005,8	29,9	6,7	9,8	18,6	6,8	0	0	0	0	c_som_1_1
Reconquista_Aero	Santa_Fe	11012	Primavera	21,4	17,3	1012	1005,9	8,4	3,6	8,7	28,6	17,7	0	1	0	0	c_som_3_2
Chamical_Aero	La_Rioja	11012	Primavera	22,6	14,7	1012,3	961,4	17,2	1,2	4,1	27,4	19,4	0	1	0	0	c_som_3_1
Neuquen_Aero	Neuquen_E	11012	Primavera	11,8	6,6	1019,9	987,4	10,5	2,1	4,1	17	9	0	1	0	0	c_som_2_2
El_Bolson	Rio_Negro_O	11012	Primavera	15,1	6,7	1017,6	977,5	29,9	0,4	2,1	21,5	3,5	0	0	0	0	c_som_1_1
Sauce_Viejo_Aero	Santa_Fe	11012	Primavera	19,9	16,7	1014,1	1012	10,5	2,9	3,6	24,8	17,4	0	0	0	0	c_som_3_2
Rio_Gallegos_Aero	Santa_Cruz_S	11012	Primavera	10,9	1,4	1010,5	1008,2	27,5	5,1	10,8	20,2	5	0	0	0	0	c_som_1_1
Tartagal_Aero	Salta	11012	Primavera	21,2	20,6	1008,2	957,9	6,3	2,5	4,1	22,7	19,8	0	1	0	0	c_som_3_2
Rio_Cuarto_Aero	Cordoba_S	11012	Primavera	15,8	14,8	1016,1	967,2	8,4	4,3	10,3	26	13,8	1	1	0	0	c_som_3_1
Paso_De_Los_Libres_Aero	Corrientes	11012	Primavera	21,7	18,3	1012,8	1004,6	9,3	3,6	7,7	24	18,5	0	1	0	0	c_som_3_2
Villa_Dolores_Aero	Cordoba_O	11012	Primavera	19,8	13,2	1013,6	949,2	22,9	2,6	3,1	29,7	13,9	0	1	0	0	c_som_3_1
Bahia_Blanca_Aero	Buenos_Aires_C	11012	Primavera	13,9	8,1	1021,7	1011,7	12,6	6	7,7	22	9,2	0	1	0	0	c_som_2_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	11012	Primavera	17,4	14,7	1019	1018,3	9,8	9,4	12,4	20	15,4	0	1	0	0	c_som_3_2
Esquel_Aero	Chubut	11012	Primavera	11	0,1	1016,8	924,6	18,2	3,4	6,2	18	3,9	0	0	0	0	c_som_2_1
Laboulaye_Aero	Cordoba_S	11012	Primavera	17	13,6	1017,3	1001	7,9	3,3	8,2	24,8	12,9	1	0	0	0	c_som_3_2
Ezeiza_Aero	Buenos_Aires_NE	11012	Primavera	16,6	13,8	1019,5	1017,1	9,5	5,6	9,3	21	14	0	1	0	0	c_som_3_2
Ushuaia_Aero_II	Ushuaia	11012	Primavera	8	-0,7	1004,5	997,3	16,4	7,6	12,9	15	3	0	0	0	0	c_som_1_2
Catamarca_Aero_II	Catamarca	11012	Primavera	21,9	16,1	1009,3	958,1	15,8	3,2	5,7	31,6	18,4	0	1	0	0	c_som_3_1
Mendoza_Aero	Mendoza	11012	Primavera	16	8,9	1014,8	935,3	11,6	2,4	5,7	25,5	13	0	0	0	0	c_som_3_1
Presidencia_R_S_Penia_Aero	Chaco	11012	Primavera	23,9	20,2	1011	1000,3	20	1,9	4,1	29,8	21	0	1	0	0	c_som_3_2
La_Plata	Buenos_Aires_NE	11012	Primavera	16,9	14,6	1019,5	1016,7	10	6,8	8,2	19,3	14	0	0	0	0	c_som_3_2
Comodoro_Rivadavia_Aero	Chubut	11012	Primavera	14,4	-0,6	1015	1009,5	23	4,9	7,2	18	10	0	0	0	0	c_som_1_1
Gualeguaychu_Aero	Entre_Rios	11012	Primavera	19,5	16,5	1015,9	1013,1	13,2	3,2	4,1	24,8	18,7	0	1	0	0	c_som_3_2
Cordoba_Aero	Cordoba_C	11012	Primavera	17,5	13,6	1015,6	958,4	8,7	3,3	7,2	24	12	1	1	0	0	c_som_3_1
Villa_Reynolds_Aero	San_Luis	11012	Primavera	15,7	13,8	1017,1	960,7	10,3	4,3	10,3	26,4	12,2	1	0	0	0	c_som_3_1
Trelew_Aero	Chubut	11012	Primavera	16,2	0,2	1018,1	1013	28,6	7,8	12,9	23,3	10,9	0	0	0	0	c_som_1_1
Tandil_Aero	Buenos_Aires_C	11012	Primavera	11,9	7,7	1022,8	1001,6	15,8	5	7,2	19,2	6,5	0	0	0	0	c_som_2_2
Resistencia_Aero	Chaco	11013	Primavera	21,9	18,9	1012,7	1006,5	8,7	0,8	2,6	28	15,9	1	0	0	0	c_som_3_2
Villa_Reynolds_Aero	San_Luis	11013	Primavera	18	14,8	1013,6	957,6	11,1	4,2	8,8	24,2	11,3	1	1	0	0	c_som_3_1
Corrientes_Aero	Corrientes	11013	Primavera	22,2	18,6	1012,6	1005,3	7,7	1,4	3,6	28	16,8	1	0	0	0	c_som_3_2
Villa_Dolores_Aero	Cordoba_O	11013	Primavera	21,8	12,4	1012,5	948,4	26,2	2,3	5,1	27,5	14,5	0	0	0	0	c_som_3_1
Sauce_Viejo_Aero	Santa_Fe	11013	Primavera	21,1	17,1	1014,1	1012	12,1	2	3,1	25,2	18,2	0	0	0	0	c_som_3_2
Catamarca_Aero_II	Catamarca	11013	Primavera	23,4	12,7	1008,6	957,3	20	6,3	9,3	30,1	16,3	0	0	0	0	c_som_3_1
San_Rafael_Aero	Mendoza	11013	Primavera	16,4	12,1	1014	928,6	15,8	1,4	3,1	24,5	9,4	0	1	0	0	c_som_3_1
Pilar	Cordoba_C	11013	Primavera	19,9	14,6	1014,9	975,7	15	2,6	5,7	26,6	12,8	1	0	0	0	c_som_3_2
Reconquista_Aero	Santa_Fe	11013	Primavera	21,7	17,9	1012,9	1006,7	7,4	1,7	3,6	27,5	15,4	1	0	0	0	c_som_3_2
Tandil_Aero	Buenos_Aires_C	11013	Primavera	13,9	12,2	1018	997,2	12,4	2,3	4,6	19,4	10,1	1	0	0	0	c_som_2_2
Junin_Aero	Buenos_Aires_N	11013	Primavera	18,4	15,3	1015,7	1006,1	9,5	3,6	5,1	23,2	14,6	0	1	0	0	c_som_3_2
Presidencia_R_S_Penia_Aero	Chaco	11013	Primavera	23,2	19,5	1011,9	1001,2	18,3	2,5	4,1	28,5	18,4	0	0	0	0	c_som_3_2
La_Plata	Buenos_Aires_NE	11013	Primavera	18	16,1	1016,2	1013,5	9,5	4,3	7,7	20,4	15,9	0	1	0	0	c_som_3_2
San_Juan_Aero_II	San_Juan	11013	Primavera	19,2	9,8	1012,4	944,5	15	4,1	7,2	27,7	12,2	0	0	0	0	c_som_3_1
Azul_Aero	Buenos_Aires_C	11013	Primavera	14,6	12,6	1018	1000,4	10	3,9	6,7	19,5	10,2	1	1	0	0	c_som_2_2
Paso_De_Los_Libres_Aero	Corrientes	11013	Primavera	21,6	17,6	1012,9	1004,7	8	2,6	5,7	27,2	17	1	0	0	0	c_som_3_2
General_Pico_Aero	La_Pampa	11013	Primavera	16,6	15,2	1015,3	998,2	11,7	4,1	5,7	20	10,8	1	0	0	0	c_som_3_2
Ezeiza_Aero	Buenos_Aires_NE	11013	Primavera	18,6	15,2	1016,5	1014,1	9	3,3	5,7	23	16	0	1	0	0	c_som_3_2
El_Bolson	Rio_Negro_O	11013	Primavera	11,2	4,6	1018,1	977,8	29,9	1,9	8,2	21,7	1,5	0	0	0	0	c_som_1_1
Trelew_Aero	Chubut	11013	Primavera	17,5	6,7	1010,8	1005,7	29,9	8,2	11,3	25	10,6	0	0	0	0	c_som_1_1
Tucuman_Aero_II	Tucuman	11013	Primavera	20,2	17	1012,2	961,2	6,9	1,9	4,1	25	17	0	1	0	0	c_som_3_2
La_Rioja_Aero	La_Rioja	11013	Primavera	25,6	14,8	1008,3	960,2	20	2,3	4,1	30,7	15,6	0	0	0	0	c_som_3_1
Esquel_Aero	Chubut	11013	Primavera	10,4	-0,8	1012,7	921	18,8	6,1	9,3	19,5	6,2	0	0	0	0	c_som_2_1
Gualeguaychu_Aero	Entre_Rios	11013	Primavera	21,7	16,5	1014,6	1011,9	15	2,3	3,1	24,8	16,6	0	1	0	0	c_som_3_2
Rosario_Aero	Santa_Fe	11013	Primavera	20,7	16,4	1014,5	1011,6	9,2	3,1	8,8	26	17	0	1	0	0	c_som_3_2
San_Antonio_Oeste_Aero	Rio_Negro_E	11013	Primavera	17,4	13,1	1014,7	1012,3	29,9	5,1	8,2	24	11,2	0	1	0	0	c_som_1_1
Neuquen_Aero	Neuquen_E	11013	Primavera	15,6	7,9	1014,8	982,7	7,7	2,1	6,7	25	10	1	1	0	0	c_som_2_2
Mendoza_Aero	Mendoza	11013	Primavera	18,7	10,4	1012	932,8	9,8	1,4	3,1	25,4	12,7	0	0	0	0	c_som_3_1
San_Luis_Aero	San_Luis	11013	Primavera	19,1	13,2	1011,8	931,3	18,5	3,3	7,7	25,2	12	0	0	0	0	c_som_3_1
Oran_Aero	Salta	11013	Primavera	21,6	19,4	1010,7	970,2	7,6	1,8	3,1	23,5	20,1	0	0	0	0	c_som_3_2
Chamical_Aero	La_Rioja	11013	Primavera	22,3	14,4	1011,8	959,5	20	1,5	4,1	27,9	15,8	0	0	0	0	c_som_3_1
Ceres_Aero	Santa_Fe	11013	Primavera	21,4	16,6	1014,2	1003,8	9,8	2,7	3,1	28	16	1	0	0	0	c_som_3_2
Iguazu_Aero	Misiones	11013	Primavera	20,8	19,4	1012,9	981,7	9,2	2,4	4,1	26	16,9	0	0	0	0	c_som_3_2
Ushuaia_Aero_II	Ushuaia	11013	Primavera	12,7	1	982,5	975,8	15,3	9,8	15,4	15	11	0	1	0	0	c_som_1_2
Rio_Gallegos_Aero	Santa_Cruz_S	11013	Primavera	11,9	-0,2	990,9	988,7	20	9,3	17	20,7	6,8	0	1	0	0	c_som_1_2
Viedma_Aero	Rio_Negro_E	11013	Primavera	18,2	12,3	1013,2	1012,3	28,3	4,4	6,2	24,2	11,9	0	1	0	0	c_som_1_1
Rio_Cuarto_Aero	Cordoba_S	11013	Primavera	17,1	13,9	1013,5	964,6	8,2	4,8	10,3	25,4	12	0	1	0	0	c_som_3_1
Cordoba_Aero	Cordoba_C	11013	Primavera	19,7	13,4	1013,8	956,9	10,1	3,3	7,2	28,4	11	0	1	0	0	c_som_3_1
Bahia_Blanca_Aero	Buenos_Aires_C	11013	Primavera	15,9	12,6	1016,6	1006,6	13,8	4,6	9,3	22,3	11	0	0	0	0	c_som_3_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	11013	Primavera	22,1	17,6	1012,4	989,4	11,3	1,3	3,1	28,4	17,5	0	0	0	0	c_som_3_2
Comodoro_Rivadavia_Aero	Chubut	11013	Primavera	15,8	1,7	1006,2	1000,7	28,8	6,3	12,4	20	11	0	0	0	0	c_som_1_1
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	11013	Primavera	18,3	15,9	1016,1	1015,5	10	6,1	19,5	21	16,2	0	1	0	0	c_som_1_2
Santa_Rosa_Aero	La_Pampa	11013	Primavera	14,7	13,8	1016	993,2	4,3	2,4	5,1	18,9	10,5	1	1	0	0	c_som_2_2
Mar_Del_Plata_Aero	Buenos_Aires_E	11013	Primavera	12,7	11,3	1018,9	1016,3	4,5	3,7	7,7	16	9,8	1	0	0	0	c_som_2_2
Marcos_Juarez_Aero	Cordoba_E	11013	Primavera	18,7	16	1015	1001,5	15,9	3,6	5,1	23,8	14,2	0	0	0	0	c_som_3_2
Laboulaye_Aero	Cordoba_S	11013	Primavera	18,8	15	1014,6	998,5	7,7	0,8	2,1	24,6	14,3	0	1	0	0	c_som_3_2
Dolores_Aero	Buenos_Aires_E	11013	Primavera	16,4	13,8	1017,7	1016,6	9,7	3,1	5,1	21,6	12,9	0	0	0	0	c_som_3_2
Tartagal_Aero	Salta	11013	Primavera	21,3	18,9	1009,6	959,2	8,5	1,8	3,1	23,8	19,8	0	0	0	0	c_som_3_2
Formosa_Aero	Formosa	11013	Primavera	23,4	20,3	1011,9	1004,9	13,5	2,5	6	28,2	19,9	0	0	0	0	c_som_3_2
Concordia_Aero	Entre_Rios	11013	Primavera	19,7	17	1013,9	1009,4	10	2,3	3,6	24,5	16,2	0	0	0	0	c_som_3_2
Posadas_Aero	Misiones	11013	Primavera	21,7	17,9	1013,1	998,5	9,5	0,8	2,6	27	17	1	0	0	0	c_som_3_2
San_Martin_Mza	Mendoza	11013	Primavera	17,7	10,7	1012,7	938,3	15	3,7	5,1	23,9	12,4	0	0	0	0	c_som_3_1
San_Julian_Aero	Santa_Cruz_E	11013	Primavera	13,8	3,6	996,6	989,2	29,9	9,7	18	18,7	7,2	0	0	0	0	c_som_1_2
Mar_Del_Plata_Aero	Buenos_Aires_E	11014	Primavera	13,3	11,6	1015,1	1012,5	3,2	2,2	5,7	24,3	9	1	0	0	0	c_som_2_2
San_Luis_Aero	San_Luis	11014	Primavera	22,1	12,9	1013,1	933,4	19	2,9	6,2	29,7	13,4	0	1	0	0	c_som_3_1
Villa_Dolores_Aero	Cordoba_O	11014	Primavera	22,9	13,3	1014,1	950,1	26,2	2,8	6,2	31	17,1	0	1	0	0	c_som_3_1
Santa_Rosa_Aero	La_Pampa	11014	Primavera	18,1	10,4	1016,2	993,6	12,7	2,1	3,6	27,4	9,2	1	0	0	0	c_som_2_2
Resistencia_Aero	Chaco	11014	Primavera	23,1	19,5	1014,1	1008,1	10,3	1,3	3,1	28	18	0	0	0	0	c_som_3_2
Iguazu_Aero	Misiones	11014	Primavera	23,2	20,4	1013,9	982,8	16,1	1,8	4,1	29	19	0	0	0	0	c_som_3_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	11014	Primavera	22,5	19,5	1013,5	990,5	9,8	1	2,1	29,3	18,8	0	1	0	0	c_som_3_2
Catamarca_Aero_II	Catamarca	11014	Primavera	24,4	14,5	1010,1	959,1	20	7,5	12,3	31,5	16,9	0	1	0	0	c_som_3_1
Tandil_Aero	Buenos_Aires_C	11014	Primavera	17,1	10,4	1015	994,3	14,6	2,6	6,7	25,4	6,7	1	0	0	0	c_som_2_2
El_Bolson	Rio_Negro_O	11014	Primavera	15,5	8,8	1018,1	978,1	27,5	6,1	11,8	18,7	6	0	1	0	0	c_som_1_1
Rio_Gallegos_Aero	Santa_Cruz_S	11014	Primavera	7,6	-3,3	995,2	992,9	19,3	10,2	15,4	18,6	3,6	0	1	0	0	c_som_1_2
Reconquista_Aero	Santa_Fe	11014	Primavera	23,4	18	1014,9	1008,7	6,4	1	3,6	29	17,1	0	0	0	0	c_som_3_2
Paso_De_Los_Libres_Aero	Corrientes	11014	Primavera	22,7	16,9	1015,1	1006,9	10,8	2,8	6,7	28	15,9	0	0	0	0	c_som_3_2
Villa_Reynolds_Aero	San_Luis	11014	Primavera	19,3	14,4	1015,3	959,5	9,3	3,4	9,3	30,4	10,6	1	1	0	0	c_som_3_1
Oran_Aero	Salta	11014	Primavera	21,8	20,1	1011,4	971,1	6,8	1	2,1	24,4	20,4	0	1	0	0	c_som_3_2
La_Rioja_Aero	La_Rioja	11014	Primavera	28	14,6	1009,7	961,9	19	2	3,1	32,5	18,2	0	0	0	0	c_som_3_1
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	11014	Primavera	19,4	16,5	1016,1	1015,5	10	2,4	4,6	23	16	0	0	0	0	c_som_3_2
San_Juan_Aero_II	San_Juan	11014	Primavera	22,5	10,4	1013,1	945,8	15	3,6	5,1	29,9	15,3	0	0	0	0	c_som_3_1
Tucuman_Aero_II	Tucuman	11014	Primavera	21,4	18,3	1013,3	962,4	6	2,8	10,3	26	17,6	0	1	0	0	c_som_3_1
La_Plata	Buenos_Aires_NE	11014	Primavera	19,4	15,6	1016,6	1013,9	9,8	2,3	4,6	24,2	13,2	0	0	0	0	c_som_3_2
Sauce_Viejo_Aero	Santa_Fe	11014	Primavera	22,4	16,8	1015,4	1013,3	10,9	1,8	3,1	28,4	16,8	0	0	0	0	c_som_3_2
Dolores_Aero	Buenos_Aires_E	11014	Primavera	17,2	14,6	1016,2	1015,1	6,4	3,3	5,1	23,9	12,9	1	0	0	0	c_som_3_2
Trelew_Aero	Chubut	11014	Primavera	20,3	0,8	1010,3	1005,3	29,9	5,8	7,7	26	14,9	0	0	0	0	c_som_1_1
Gualeguaychu_Aero	Entre_Rios	11014	Primavera	23,4	15,2	1016,4	1013,6	15	4,2	6,2	26,7	14,6	0	0	0	0	c_som_3_2
Mendoza_Aero	Mendoza	11014	Primavera	21,6	10,7	1012,7	934,2	12,2	1,4	4,1	29,2	14,7	0	0	0	0	c_som_3_1
San_Julian_Aero	Santa_Cruz_E	11014	Primavera	13,4	-1,4	1001,5	994,1	29,9	9	13,9	20,1	4,7	0	0	0	0	c_som_1_1
Rosario_Aero	Santa_Fe	11014	Primavera	21,7	15,7	1015,7	1012,7	10	2,3	5,1	28	13	0	0	0	0	c_som_3_2
Corrientes_Aero	Corrientes	11014	Primavera	23,1	18,7	1014,4	1007,2	9,3	1,7	3,1	28	18,4	0	0	0	0	c_som_3_2
Laboulaye_Aero	Cordoba_S	11014	Primavera	19,8	14	1015,9	999,8	7,2	0,4	3,1	28,2	10,9	1	0	0	0	c_som_3_2
Monte_Caseros_Aero	Corrientes	11014	Primavera	22,7	16	1015,2	1008,8	14	2,6	5,1	30,4	15,1	0	0	0	0	c_som_3_2
Posadas_Aero	Misiones	11014	Primavera	23,7	17,8	1014,5	1000,1	17,2	1,4	4,1	29	19	0	0	0	0	c_som_3_2
San_Martin_Mza	Mendoza	11014	Primavera	20,6	10,8	1013,9	940	15	2,7	4,6	29,5	14,4	0	0	0	0	c_som_3_1
Formosa_Aero	Formosa	11014	Primavera	23,4	20,3	1013,8	1006,8	15	2,2	4,1	28,5	21	0	0	0	0	c_som_3_2
Tartagal_Aero	Salta	11014	Primavera	21,2	19,7	1011,2	960,7	6,8	2,1	5,1	24,1	18,2	0	1	0	0	c_som_3_2
Presidencia_R_S_Penia_Aero	Chaco	11014	Primavera	23,8	19,8	1013,9	1003,3	20	2,2	3,6	29,7	20,3	0	0	0	0	c_som_3_2
